,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9801,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
9802,Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.39,0.06,0.15,0.98
9803,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
9804,Clubhouse Games,DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
9805,Pimp My Ride: Street Racing,DS,2009,Racing,Activision,0.03,0.0,0.0,0.0,0.03
9806,Far Cry 2,PS3,2008,Action,Ubisoft,0.43,0.7,0.01,0.27,1.41
9807,Formula One 2001,PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26
9808,Frontlines: Fuel of War,PC,2008,Shooter,THQ,0.0,0.02,0.0,0.0,0.02
9809,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
9810,Kuroko's Basketball: Ties to Future,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
9811,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,0.25,0.07,0.0,0.01,0.33
9812,Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76
9813,Ener-G: Gym Rockets,DS,2008,Sports,Ubisoft,0.36,0.0,0.0,0.03,0.39
9814,Mario Tennis,3DS,2000,Sports,Nintendo,0.0,0.0,0.02,0.0,0.02
9815,Scene It? Twilight,DS,2010,Misc,Konami Digital Entertainment,0.11,0.07,0.0,0.02,0.2
9816,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.1
9817,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
9818,Hollywood Squares,Wii,2010,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9819,Digimon World DS,DS,2006,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
9820,Cars,XB,2006,Racing,THQ,0.15,0.04,0.0,0.01,0.2
9821,Slam 'n Jam '96 featuring Magic & Kareem,PS,1995,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08
9822,3DS Classic Collection,3DS,2016,Misc,Sega,0.02,0.0,0.0,0.0,0.02
9823,Wreckless: ThE YaKuza MisSiOns,GC,2002,Racing,Activision,0.04,0.01,0.0,0.0,0.05
9824,Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16
9825,B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04
9826,Hakuouki DS,DS,2010,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07
9827,Fifi and the Flowertots,DS,2009,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1
9828,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.58
9829,Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0.09,0.0,0.03,0.27
9830,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5
9831,Hot Shots Golf: World Invitational,PS3,2012,Sports,Sony Computer Entertainment,0.0,0.0,0.28,0.0,0.28
9832,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
9833,Mario Tennis,Wii,2010,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07
9834,Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0.0,0.03,0.2
9835,Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0.0,0.11,0.43
9836,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.07
9837,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.66
9838,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22
9839,Summon Night,DS,2008,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07
9840,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0.0,0.29,1.18
9841,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.06
9842,Etrian Odyssey IV: Legends of the Titans,3DS,2012,Role-Playing,Atlus,0.12,0.05,0.2,0.01,0.38
9843,Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.02,0.57
9844,Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.41,0.03,0.18,1.09
9845,Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.01,0.02,0.0,0.01,0.04
9846,Worms: Open Warfare,PSP,2006,Strategy,THQ,0.11,0.43,0.0,0.24,0.78
9847,Avatar: The Game,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
9848,Fist of the North Star: Ken's Rage 2,PS3,2012,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3
9849,Jimmie Johnson's Anything With an Engine,PS3,2011,Racing,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08
9850,Ashes Cricket 2009,X360,2009,Sports,Codemasters,0.0,0.19,0.0,0.01,0.2
9851,Fairy Fencer F,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.05,0.09,0.02,0.21
9852,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.7
9853,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,0.0,0.0,0.11,0.01,0.12
9854,Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.08,0.09,0.05,0.43
9855,World Series of Poker,PSP,2005,Misc,Activision,0.19,0.0,0.0,0.02,0.21
9856,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0.0,0.0,0.14
9857,Super Breakout,2600,1978,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44
9858,Shrek Super Party,XB,2002,Misc,TDK Mediactive,0.1,0.03,0.0,0.0,0.13
9859,Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0.0,0.01,0.15
9860,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.11
9861,Call of Duty: Black Ops,PS3,2010,Shooter,Activision,5.98,4.44,0.48,1.83,12.73
9862,Retro Game Challenge,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
9863,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Misc,Square Enix,0.0,0.0,0.02,0.0,0.02
9864,RedCard 20-03,GC,2002,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02
9865,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
9866,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,Ubisoft,1.4,0.02,0.02,0.1,1.54
9867,Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34
9868,Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0.0,0.01,0.43
9869,Dead Space 2,PS3,2011,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44
9870,SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,THQ,0.15,0.04,0.0,0.01,0.2
9871,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22
9872,Watchmen: The End is Nigh - The Complete Experience,PS3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17
9873,Bio FREAKS,N64,1998,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14
9874,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
9875,Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,0.05,0.0,0.0,0.0,0.05
9876,Soldier of Fortune: Gold Edition,PS2,2001,Shooter,Codemasters,0.27,0.21,0.0,0.07,0.55
9877,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13
9878,Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,0.07,0.0,0.0,0.01,0.08
9879,NCAA Final Four 2004,PS2,2003,Sports,Sony Computer Entertainment,0.1,0.08,0.0,0.03,0.21
9880,Theme Park,PS,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
9881,Super Soccer,SNES,1991,Sports,Nintendo,0.0,0.0,0.38,0.0,0.38
9882,ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0.0,0.01,0.08
9883,Magical Vacation,GBA,2001,Role-Playing,Nintendo,0.0,0.0,0.26,0.01,0.27
9884,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.0,0.0,0.16,0.0,0.16
9885,Galerians: Ash,PS2,2002,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07
9886,Namco Classic Fighter Collection,PS2,2008,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
9887,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
9888,Diva Girls: Divas on Ice,DS,2009,Sports,505 Games,0.05,0.0,0.0,0.0,0.05
9889,Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.06
9890,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
9891,FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,0.24,0.49,0.0,0.05,0.78
9892,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0.0,0.05,0.0,0.01,0.06
9893,CrossworDS,DS,2008,Puzzle,Deep Silver,0.51,0.0,0.0,0.04,0.55
9894,Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0.0,0.0,0.11
9895,LEGO Batman: The Videogame,PSP,2008,Action,Warner Bros. Interactive Entertainment,0.57,0.46,0.0,0.28,1.31
9896,FunkMaster Flex's Digital Hitz Factory,PS2,2003,Misc,Jester Interactive,0.02,0.01,0.0,0.0,0.03
9897,B-17: Fortress in the Sky,DS,2007,Simulation,DSI Games,0.02,0.0,0.0,0.0,0.02
9898,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
9899,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09
9900,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.24
9901,Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,0.46,0.18,0.0,0.03,0.67
9902,Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0.0,0.0,0.05
9903,Cars,GBA,2006,Racing,THQ,0.81,0.3,0.0,0.02,1.13
9904,Monster Jam: Urban Assault,PSP,2008,Racing,Activision,0.08,0.0,0.0,0.01,0.09
9905,Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0.0,0.0,0.02,0.28
9906,Tamagotchi Connection: Corner Shop 3,DS,2007,Simulation,Atari,0.07,0.0,0.31,0.01,0.39
9907,Prey,PC,2006,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04
9908,Vacation Sports,Wii,2009,Sports,Ubisoft,0.1,0.01,0.0,0.01,0.12
9909,Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.5
9910,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
9911,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
9912,Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0.0,0.01,0.15
9913,Empire Deluxe,PC,1992,Strategy,New World Computing,0.01,0.0,0.0,0.0,0.01
9914,Sonic Classic Collection,DS,2010,Platform,Sega,0.99,0.8,0.0,0.18,1.97
9915,Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0.0,0.0,0.0,0.03
9916,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
9917,Onigokko! Portable,PSP,2013,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
9918,Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0.0,0.0,0.05,0.0,0.05
9919,Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0.0,0.01,0.44
9920,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
9921,Zumba Fitness Core,Wii,2012,Misc,505 Games,0.0,0.07,0.0,0.01,0.08
9922,ZhuZhu Pets,DS,2010,Simulation,Activision,0.68,0.27,0.0,0.09,1.04
9923,Puyo Puyo Tetris,WiiU,2014,Puzzle,Sega,0.0,0.0,0.02,0.0,0.02
9924,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004,Action,THQ,0.22,0.06,0.0,0.01,0.29
9925,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
9926,Chicken Shoot 2,GBA,2005,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
9927,Animal Paradise,DS,2007,Simulation,Empire Interactive,0.09,0.14,0.0,0.02,0.25
9928,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,0.0,0.0,0.26,0.0,0.26
9929,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.5,0.01,0.21,1.34
9930,Fighting Vipers,SAT,1995,Fighting,Sega,0.0,0.0,0.4,0.0,0.4
9931,Minecraft,X360,2013,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
9932,Virtua Racing,GEN,1994,Racing,Sega,0.0,0.0,0.26,0.0,0.26
9933,To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
9934,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
9935,Winning Post 7 2012,PS3,2012,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07
9936,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52
9937,Magna Carta 2,X360,2009,Role-Playing,Banpresto,0.13,0.08,0.07,0.02,0.3
9938,Rampo,SAT,1995,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
9939,Hyperdimension Neptunia U: Action Unleashed,PSV,2014,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.18
9940,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0.0,0.0,0.28,0.02,0.3
9941,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22
9942,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.91
9943,World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulation,fonfun,0.0,0.0,0.02,0.0,0.02
9944,"Monsters, Inc.",PS2,2002,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31
9945,Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.02,0.26,0.0,0.01,0.29
9946,Star Trek Online,PC,2010,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
9947,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
9948,Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03
9949,Gradius Galaxies,GBA,2001,Shooter,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08
9950,Sly 3: Honor Among Thieves,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
9951,Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0.0,0.0,0.3,0.0,0.3
9952,Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0.0,0.03,0.19
9953,Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03
9954,Harry Potter and the Half-Blood Prince,PS3,2009,Action,Electronic Arts,0.15,0.13,0.0,0.06,0.34
9955,Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive,0.0,0.02,0.0,0.01,0.03
9956,American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0.0,0.0,0.05
9957,Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22
9958,Final Fantasy X / X-2 HD Remaster,PS3,2013,Role-Playing,Square Enix,0.43,0.4,0.32,0.18,1.33
9959,SimAnimals,Wii,2009,Simulation,Electronic Arts,0.15,0.14,0.0,0.03,0.32
9960,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.07,0.03,0.0,0.01,0.11
9961,Wallace & Gromit in Project Zoo,PS2,2003,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23
9962,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.12
9963,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07
9964,Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Fighting,Namco Bandai Games,0.11,0.04,0.09,0.03,0.27
9965,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0.0,0.0,0.0,0.01
9966,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
9967,NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
9968,Ultimate Card Games DS,DS,2008,Strategy,Telegames,0.08,0.0,0.0,0.01,0.09
9969,Robotech: Battlecry,XB,2002,Shooter,Unknown,0.16,0.05,0.0,0.01,0.22
9970,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,0.9,0.38,0.01,0.05,1.34
9971,Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55
9972,NFL GameDay 2000,PS,1999,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8
9973,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.13
9974,Pachinko Kaou: Misora Hibari,PS2,2007,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02
9975,Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
9976,The Perfect Golf,PS,1995,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03
9977,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
9978,MLB SlugFest 2006,XB,2006,Sports,Midway Games,0.04,0.01,0.0,0.0,0.05
9979,Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0.0,0.58,0.0,0.09,0.67
9980,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.05,0.01,0.02,0.12
9981,Densha De Go! 2,PS,1999,Simulation,Taito,0.0,0.0,0.38,0.03,0.41
9982,Sonic the Hedgehog,X360,2006,Platform,Sega,0.44,0.49,0.0,0.11,1.04
9983,Cars: Mater-National Championship,PS3,2007,Racing,THQ,0.37,0.01,0.0,0.03,0.41
9984,Card Games,PS,2000,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07
9985,J-League Excite Stage '95,SNES,1995,Sports,Epoch,0.0,0.0,0.45,0.0,0.45
9986,High School Musical: Sing It!,PS2,2007,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.88
9987,"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
9988,Shining Hearts,PSP,2010,Role-Playing,Sega,0.0,0.0,0.2,0.0,0.2
9989,Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
9990,Tom Clancy's Rainbow Six: Lockdown,PS2,2005,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.34
9991,Gundam Seed: Battle Assault,GBA,2004,Fighting,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08
9992,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21
9993,Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05
9994,M&Ms Shell Shocked,PS,2001,Action,Berkeley,0.02,0.01,0.0,0.0,0.03
9995,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0.0,0.01,0.15
9996,The King of Fighters: Evolution,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07
9997,Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1
9998,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
9999,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.18,0.04,0.0,0.02,0.24
10000,Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.18,0.0,0.07,0.44
10001,X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53
10002,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
10003,F1 2015,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0,0.04
10004,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
10005,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.13,0.0,0.06,0.45
10006,Tales of Symphonia,PS3,2013,Role-Playing,Namco Bandai Games,0.21,0.13,0.13,0.06,0.53
10007,Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.06
10008,Sega Superstars,PS2,2004,Misc,Sega,0.08,0.06,0.0,0.02,0.16
10009,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.01
10010,Littlest Pet Shop: Winter,DS,2008,Simulation,Electronic Arts,0.59,0.31,0.0,0.1,1.0
10011,NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17
10012,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
10013,Custom Drive,PSP,2012,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
10014,The Sims 2,GC,2005,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.34
10015,Steel Diver,3DS,2011,Action,Nintendo,0.31,0.1,0.05,0.03,0.49
10016,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1
10017,ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,0.11,0.27,0.02,0.14,0.54
10018,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
10019,I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0.0,0.04,0.0,0.0,0.04
10020,Hanayori Danshi: Koi Seyo Onago,DS,2008,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
10021,Advance Wars: Days of Ruin,DS,2008,Strategy,Nintendo,0.44,0.13,0.0,0.06,0.63
10022,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.2,0.0,0.08,0.49
10023,Secrets of the Titanic,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
10024,Midway Arcade Treasures,GC,2003,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16
10025,World Stadium 2,PS,1998,Sports,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
10026,Double Pack: Finding Nemo / The Incredibles,XB,2006,Action,THQ,0.31,0.09,0.0,0.01,0.41
10027,The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
10028,Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
10029,Sword of the Samurai,PS2,1989,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17
10030,Wonder Project J2: Koruro no Mori no Josette,N64,1996,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16
10031,Ener-G: Dance Squad,DS,2008,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16
10032,World Soccer Winning Eleven 8 International,XB,2004,Sports,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.09
10033,Space Hulk: Vengeance of the Blood Angels,PS,1995,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
10034,Endgame,PS2,2002,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08
10035,Turn It Around,DS,2006,Action,505 Games,0.03,0.0,0.0,0.0,0.03
10036,The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
10037,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22
10038,Sidewinder Max,PS2,2000,Simulation,Asmik Ace Entertainment,0.0,0.0,0.09,0.0,0.09
10039,Rayman 2: Revolution,PS2,2000,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3
10040,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.32
10041,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
10042,Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0.0,0.01,0.25
10043,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03
10044,Minute to Win It,X360,2011,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32
10045,Evil Zone,PS,1998,Fighting,Titus,0.14,0.1,0.0,0.02,0.26
10046,Lumines: Puzzle Fusion,PSP,2004,Puzzle,Ubisoft,0.52,0.35,0.0,0.23,1.1
10047,BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0.0,0.01,0.15
10048,Family Feud Decades,Wii,2010,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17
10049,UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.27
10050,James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0.0,0.0,0.03
10051,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
10052,Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
10053,TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
10054,Obscure,XB,2004,Adventure,MC2 Entertainment,0.03,0.01,0.0,0.0,0.04
